ip,type,is_cidr,sources,source_count,category,confidence,first_seen,last_seen
204.76.203.14,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (bots)|Stamparm IPsum,4,crowd-sourced,80,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.203,ipv4,False,Stamparm IPsum,1,multi-source,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.21,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.212,ipv4,False,BinaryDefense|RTBH (Turkiye)|Stamparm IPsum,3,attacker,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.213,ipv4,False,BinaryDefense|RTBH (Turkiye)|Stamparm IPsum,3,attacker,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.214,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.219,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.221,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.222,ipv4,False,BinaryDefense|RTBH (Turkiye)|Stamparm IPsum,3,attacker,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.224,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.225,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.226,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.228,ipv4,False,AbuseIPDB|BinaryDefense|RTBH (Turkiye)|Stamparm IPsum,4,crowd-sourced,80,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.231,ipv4,False,AbuseIPDB|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,4,crowd-sourced,80,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.27,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.3,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.30,ipv4,False,BinaryDefense|RTBH (Turkiye)|Stamparm IPsum,3,attacker,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.43,ipv4,False,AbuseIPDB|RTBH (Turkiye)|Stamparm IPsum,3,crowd-sourced,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.49,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.6,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.7,ipv4,False,AbuseIPDB|BinaryDefense|RTBH (Turkiye)|Stamparm IPsum,4,crowd-sourced,80,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.77,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.81,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.203.91,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.24.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.76.28.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.77.232.110,ipv4,False,Stamparm IPsum,1,multi-source,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.156.142,ipv4,False,SGB (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.100,ipv4,False,RTBH (Turkiye)|Stamparm IPsum|Tor Exit Nodes,3,government-feed,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.101,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.102,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.103,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.104,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.105,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.106,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.107,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.108,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.109,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.110,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.111,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.112,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.113,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.114,ipv4,False,RTBH (Turkiye)|Stamparm IPsum|Tor Exit Nodes,3,government-feed,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.115,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.116,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.117,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.118,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.119,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.120,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.121,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.122,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.123,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.140,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.141,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.142,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|Tor Exit Nodes,4,attacker,80,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.143,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.144,ipv4,False,Stamparm IPsum|Tor Exit Nodes,2,multi-source,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.145,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.146,ipv4,False,GreenSnow|Stamparm IPsum|Tor Exit Nodes,3,attacker,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.147,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.148,ipv4,False,Stamparm IPsum|Tor Exit Nodes,2,multi-source,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.149,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.150,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.151,ipv4,False,Stamparm IPsum|Tor Exit Nodes,2,multi-source,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.152,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.153,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.154,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.155,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.156,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|Stamparm IPsum|Tor Exit Nodes,5,attacker,100,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.157,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.158,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.159,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.160,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.161,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.162,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.163,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.164,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.165,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.166,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.167,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.168,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.169,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.170,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.171,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.172,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.173,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.174,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.175,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.176,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.177,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.178,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.179,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.180,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.181,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.182,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.183,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.184,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.185,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.186,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.187,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.188,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.189,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.64,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.65,ipv4,False,GreenSnow|RTBH (Turkiye)|Stamparm IPsum|Tor Exit Nodes,4,attacker,80,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.66,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.67,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.68,ipv4,False,RTBH (Turkiye)|Stamparm IPsum|Tor Exit Nodes,3,government-feed,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.69,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.70,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.71,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.72,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.73,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.74,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.75,ipv4,False,RTBH (Turkiye)|Tor Exit Nodes,2,government-feed,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.76,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.77,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.78,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.79,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.80,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.81,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.82,ipv4,False,RTBH (Turkiye)|Stamparm IPsum|Tor Exit Nodes,3,government-feed,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.83,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.84,ipv4,False,Stamparm IPsum|Tor Exit Nodes,2,multi-source,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.85,ipv4,False,Stamparm IPsum|Tor Exit Nodes,2,multi-source,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.86,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.87,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.88,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.96.89,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.8.98.106,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.80.164.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.80.180.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.80.198.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.80.210.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.85.191.7,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.85.191.8,ipv4,False,Stamparm IPsum|Tor Exit Nodes,2,multi-source,40,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.85.191.9,ipv4,False,Tor Exit Nodes,1,anonymizer,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.86.16.0/20,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.87.199.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.87.234.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.88.160.0/20,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.89.202.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.89.224.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.91.96.0/20,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.93.116.102,ipv4,False,CINS Army|RTBH (Turkiye)|Stamparm IPsum,3,scanner,60,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.93.154.208,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
204.93.164.31,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.137.0.0/20,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.142.104.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.142.136.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.142.208.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.142.32.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.142.40.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.143.208.0/21,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.144.0.0/20,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.147.101.170,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.147.96.80,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.148.128.0/18,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.151.128.0/19,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.151.216.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.153.132.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.153.160.0/22,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.159.174.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.159.201.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.159.241.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.159.26.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.164.145.73,ipv4,False,CINS Army,1,scanner,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.164.148.72,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.164.157.46,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.164.235.48,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.166.130.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.166.154.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.166.168.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.166.183.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
205.166.211.0/24,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-08-22T22:38:13.504633+00:00,2026-08-22T22:38:13.504633+00:00
